Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
What If Everyone JUMPED At Once?,https://www.youtube.com/watch?v=jHbyQ_AQP8c,0.048348,0.011865,0.000018,0.500712,81.894529,8007.242724,2012-08-19 03:28:52,0.0190,767807.0000,0.0205,40349422,767807,0,57544,825351,33302435797122
ENGLISH.,https://www.youtube.com/watch?v=atI-JPGcF-k,0.013948,0.011777,0.000136,0.500844,8.517170,833.109056,2011-11-12 00:10:59,0.0187,83093.0000,0.0204,4432351,83093,0,7533,90626,401686241726
An Abridged History of Western Music in 16 Genres,https://www.youtube.com/watch?v=qOZb7KeJUQ8,0.011017,0.011679,0.000379,0.500760,2.871946,284.185226,2012-07-10 03:01:37,0.0187,26924.0000,0.0202,1443415,26924,0,2249,29173,42108745795
Light bulb filament,https://www.youtube.com/watch?v=DIGqBb3iZPo,0.010633,0.011836,0.000580,0.500454,1.578568,156.432820,2011-02-28 16:30:37,0.0192,16760.0000,0.0202,872359,16760,0,845,17605,15357880195
Why Is Yawning Contagious?,https://www.youtube.com/watch?v=jGIbUK4nw00,0.013432,0.010877,0.000145,0.501925,9.339632,932.723458,2012-05-12 19:10:36,0.0162,77457.0000,0.0200,4791831,77457,0,18506,95963,459838478253
Is Minimalism the Secret to Hello Kitty's Success? | Idea Channel | PBS Digital Studios,https://www.youtube.com/watch?v=LhP3nc_4AOY,0.009648,0.011336,0.001416,0.501076,0.678048,67.730671,2012-05-09 18:26:21,0.0177,6164.0000,0.0200,348169,6164,0,806,6970,2426737930
Dog BUTT Floss! And More: LÜT #21,https://www.youtube.com/watch?v=Ya2D1ao_n2s,0.008664,0.009233,0.000594,0.504448,2.835616,285.912102,2012-01-23 21:35:36,0.0109,16320.0000,0.0198,1500284,16320,0,13438,29758,44645451272
WATER.,https://www.youtube.com/watch?v=YMTLkDrcr28,0.016192,0.011487,0.000091,0.500606,12.847272,1302.698767,2011-09-12 15:54:41,0.0185,129699.0000,0.0197,7009298,129699,0,8552,138251,969042457798
Solstice and Equinox - Sixty Symbols,https://www.youtube.com/watch?v=s_NN8pZxTP8,0.009158,0.010866,0.001787,0.501454,0.514640,52.398147,2011-06-16 09:13:08,0.0165,4734.0000,0.0196,286559,4734,0,894,5628,1612754052
How Many Calories are on a Smudgy Screen?,https://www.youtube.com/watch?v=MVpkeBYZOrE,0.013966,0.011168,0.000130,0.501054,10.009231,1019.346358,2012-12-24 17:52:16,0.0175,87711.0000,0.0196,5006536,87711,0,10609,98320,492242619520
What Is The Earth Worth?,https://www.youtube.com/watch?v=nt6ab7BTlgE,0.023531,0.011363,0.000046,0.500653,33.670697,3443.782117,2014-08-28 11:57:28,0.0182,270157.0000,0.0196,14807445,270157,0,19394,289551,4287510507195
SCIENCE! What is the Rarest Precious Metal?,https://www.youtube.com/watch?v=3_7KYoO5qHk,0.021232,0.011249,0.000055,0.500799,24.011180,2460.584773,2012-07-03 19:06:48,0.0179,224172.0000,0.0195,12513216,224172,0,20043,244215,3055915045440
How a Microwave Oven Works,https://www.youtube.com/watch?v=kp33ZprO0Ck,0.014645,0.011502,0.000115,0.500362,10.248680,1050.893350,2012-06-26 11:00:10,0.0188,100459.0000,0.0195,5351992,100459,0,3929,104388,558683740896
Why is it Dark at Night?,https://www.youtube.com/watch?v=gxJ4M7tyLRE,0.013488,0.011006,0.000141,0.501155,9.074598,932.114567,2012-09-30 18:51:35,0.0171,79864.0000,0.0195,4657287,79864,0,10817,90681,422327442447
Mark and Michael - Vsauce BLOOPERS,https://www.youtube.com/watch?v=m_icISNqoS8,0.009551,0.010973,0.000955,0.501100,0.936111,96.442713,2010-06-30 23:19:28,0.0171,9601.0000,0.0194,561228,9601,0,1293,10894,6114017832
STOPPED CLOCK ILLUSION,https://www.youtube.com/watch?v=nNBTLbw1_2Q,0.014218,0.011276,0.000123,0.500576,9.178488,948.960831,2011-08-24 20:12:14,0.0182,93157.0000,0.0193,5123837,93157,0,5959,99116,507854228092
SOUNDS.,https://www.youtube.com/watch?v=ghy-FMZSJR0,0.012760,0.011161,0.000168,0.500745,6.776357,701.360057,2011-12-03 21:53:33,0.0178,66212.0000,0.0193,3716050,66212,0,5594,71806,266834686300
NERD WARS: Boba Fett vs. Deadpool,https://www.youtube.com/watch?v=273f0aNKuy0,0.006245,0.008108,0.009875,0.505032,0.142760,14.802308,2010-08-27 20:40:52,0.0077,656.0000,0.0193,85282,656,0,988,1644,140203608
Travel INSIDE a Black Hole,https://www.youtube.com/watch?v=3pAnRKD4raY,0.041277,0.011004,0.000022,0.500775,61.801794,6476.757652,2012-03-07 04:54:38,0.0175,590957.0000,0.0191,33705410,590957,0,52282,643239,21680634222990
HACK YOUTUBE COMMENTS ... and other pranks! -- Up All Knight #4,https://www.youtube.com/watch?v=Bgc2-3ozo00,0.009403,0.010041,0.000511,0.502196,2.251504,237.914049,2011-02-05 00:04:13,0.0145,19297.0000,0.0189,1332380,19297,0,5920,25217,33598626460
Will We Ever Visit Other Stars?,https://www.youtube.com/watch?v=lD08CuUi_Ek,0.024175,0.010685,0.000046,0.501011,31.053619,3305.886382,2013-02-01 16:54:32,0.0168,269984.0000,0.0188,16108117,269984,0,32636,302620,4874638366540
FART SCIENCE,https://www.youtube.com/watch?v=Zt9rvaijpPY,0.011426,0.010307,0.000218,0.501275,5.476344,594.222833,2012-01-20 00:55:44,0.0159,49494.0000,0.0184,3120396,49494,0,8020,57514,179466455544
Moving Illusions,https://www.youtube.com/watch?v=Iw8idyw_N6Q,0.025826,0.010789,0.000041,0.500446,35.668698,3878.456103,2013-12-10 17:39:01,0.0175,309509.0000,0.0184,17687797,309509,0,15826,325335,5754459436995
HAWAII FACTS!,https://www.youtube.com/watch?v=-v3R678Pvj8,0.009848,0.010338,0.000438,0.501158,2.416489,262.950198,2011-07-14 22:19:22,0.0160,22916.0000,0.0184,1430536,22916,0,3376,26292,37611652512
If FACEBOOK was a VIDEO GAME ... (Fake Game Trailer),https://www.youtube.com/watch?v=LHbOv-9yx78,0.008712,0.010272,0.001751,0.501158,0.489263,53.309742,2010-09-15 22:50:45,0.0158,4846.0000,0.0184,306121,4846,0,772,5618,1719787778
New Wonder Woman and New CHANNEL! (Part 2),https://www.youtube.com/watch?v=wgopoQYzeTY,0.008583,0.010230,0.002635,0.500942,0.297889,32.855397,2010-06-30 23:21:33,0.0159,3043.0000,0.0181,191195,3043,0,423,3466,662681870
How Many Photos Have Been Taken?,https://www.youtube.com/watch?v=4e_kz79tjb8,0.013067,0.010236,0.000143,0.500840,8.754712,979.679265,2012-11-10 12:42:36,0.0162,78553.0000,0.0179,4855027,78553,0,8218,86771,421275547817
Hard drive teardown,https://www.youtube.com/watch?v=Wiy_eHdj8kg,0.009828,0.010475,0.000483,0.500382,1.966407,220.515820,2011-06-05 05:08:05,0.0170,20570.0000,0.0178,1208437,20570,0,981,21551,26043025787
Shepard Tone Illusion .... and more!,https://www.youtube.com/watch?v=RQlrSvnG3dg,0.010589,0.010279,0.000289,0.500536,3.622365,410.454594,2011-10-23 22:22:02,0.0166,36271.0000,0.0177,2191552,36271,0,2410,38681,84771422912
LCD Monitor Teardown,https://www.youtube.com/watch?v=jiejNAUwcQ8,0.010090,0.010307,0.000374,0.500434,2.585642,293.788264,2011-03-17 03:12:47,0.0167,27273.0000,0.0176,1633500,27273,0,1479,28752,46966392000
StarCraft 2 REMIX by Mike Relm,https://www.youtube.com/watch?v=gKmLpZakyxM,0.008229,0.009938,0.007179,0.500447,0.092790,10.592594,2010-07-27 15:04:52,0.0156,955.0000,0.0175,61359,955,0,119,1074,65899566
What Color Is A Mirror?,https://www.youtube.com/watch?v=-yrZpTHBEss,0.025427,0.010025,0.000044,0.500754,30.981697,3554.893705,2012-08-03 23:16:51,0.0159,286035.0000,0.0174,17967466,286035,0,27145,313180,5627051001880
WHY IS THERE A MOON? .... and more!,https://www.youtube.com/watch?v=YBi6gUbsz-E,0.011623,0.009668,0.000190,0.501233,6.215908,717.615280,2011-08-17 21:22:01,0.0148,57576.0000,0.0173,3879694,57576,0,9634,67210,260754233740
Video Game Clichés IN REAL LIFE -- Episode 1,https://www.youtube.com/watch?v=7wupvHtEbEU,0.007369,0.009016,0.005408,0.501914,0.156667,18.115339,2010-08-15 20:47:08,0.0127,1329.0000,0.0173,104587,1329,0,479,1808,189093296
The Cognitive Tradeoff Hypothesis,https://www.youtube.com/watch?v=ktkjUjcZid0,0.028392,0.010058,0.000037,0.500498,66.023380,7676.249969,2018-12-05 17:00:07,0.0162,340739.0000,0.0172,21029488,340739,0,21009,361748,7607375225024
What's The Most Dangerous Place on Earth?,https://www.youtube.com/watch?v=1T4XMNN4bNM,0.030616,0.009781,0.000035,0.500681,40.955252,4832.514810,2013-01-20 17:02:33,0.0156,367866.0000,0.0169,23604663,367866,0,32229,400095,9444107642985
Why Do We Kiss?,https://www.youtube.com/watch?v=ixQbCXLUUj8,0.037107,0.009644,0.000028,0.500666,53.279435,6378.826818,2013-05-01 00:32:35,0.0154,469073.0000,0.0167,30517826,469073,0,40729,509802,15558048730452
Water Is Amazing -- World Water Day!,https://www.youtube.com/watch?v=9m3dQC6IfwY,0.009985,0.009560,0.000312,0.500754,3.550332,425.948838,2012-03-23 00:18:58,0.0151,33442.0000,0.0167,2209928,33442,0,3397,36839,81411537592
How Much Does A Hurricane Weigh? | Krulwich Wonders | NPR,https://www.youtube.com/watch?v=4Hhz8mn4x3Q,0.008407,0.009318,0.000817,0.500873,1.123044,136.800105,2010-09-29 15:10:08,0.0146,11429.0000,0.0164,783677,11429,0,1437,12866,10082788282
IMG! Montage Music =D,https://www.youtube.com/watch?v=jiJg1wGfzWo,0.007752,0.009003,0.001537,0.501184,0.603599,74.287493,2011-04-26 20:46:56,0.0137,5618.0000,0.0162,410022,5618,0,1044,6662,2731566564
Pizza physics (New York-style) - Colm Kelleher,https://www.youtube.com/watch?v=HGl3_92KW7I,0.008009,0.009080,0.001097,0.500910,0.948460,118.021446,2012-12-06 16:34:20,0.0141,8220.0000,0.0161,581795,8220,0,1130,9350,5439783250
How High Can We Build?,https://www.youtube.com/watch?v=GJ4Qp2xeRds,0.035558,0.009110,0.000030,0.500582,45.138532,5737.655931,2012-06-03 18:04:34,0.0146,427566.0000,0.0157,29351022,427566,0,34246,461812,13554654171864
Top E3 Rumors You MISSED -- Wackygamer,https://www.youtube.com/watch?v=1BuTR5nXS8I,0.008905,0.009399,0.000550,0.499982,1.529271,195.462886,2010-06-24 22:26:11,0.0156,17793.0000,0.0156,1138635,17793,0,23,17816,20285921160
Look Up! The Billion-Bug Highway You Can't See | Krulwich Wonders | NPR,https://www.youtube.com/watch?v=-QxfOYhpjro,0.007678,0.008677,0.001124,0.501066,0.805813,103.557720,2010-07-15 13:34:20,0.0133,7997.0000,0.0156,601121,7997,0,1357,9354,5622885834
How Secure is Your Password? And 21 Other DONGs,https://www.youtube.com/watch?v=U_nHZ3YGT3w,0.013466,0.008765,0.000127,0.500903,10.066594,1300.267942,2012-08-11 13:38:42,0.0137,89682.0000,0.0155,6562052,89682,0,11923,101605,666737293460
This Is Not Yellow,https://www.youtube.com/watch?v=R3unPcJDbCc,0.029744,0.008923,0.000038,0.500636,36.092727,4664.420136,2012-09-02 23:10:49,0.0142,332785.0000,0.0155,23435422,332785,0,29895,362680,8499558850960
iPhone 4 is for LOSERS? -- Wackygamer,https://www.youtube.com/watch?v=UaOeE8AJD9Q,0.006943,0.008205,0.002296,0.501499,0.389199,50.909778,2010-06-26 18:18:04,0.0120,3560.0000,0.0153,296473,3560,0,972,4532,1343615636
Justin Bieber: GAME TRAILER (Parody),https://www.youtube.com/watch?v=eEFsnP3nUR4,0.007099,0.008373,0.002292,0.501205,0.375751,49.199047,2010-08-24 19:11:12,0.0126,3568.0000,0.0153,283606,3568,0,763,4331,1228297586
Whip My MOVE Back and Forth -- Black Nerd Comedy,https://www.youtube.com/watch?v=lCUMNEGiZxY,0.006794,0.008260,0.006973,0.501015,0.108750,14.243197,2010-11-19 02:40:15,0.0122,988.0000,0.0153,80875,988,0,246,1234,99799750
NERD WARS! Punisher Vs Riddick (Vin Diesel),https://www.youtube.com/watch?v=GDcJqVAhNbE,0.005500,0.006948,0.015496,0.501894,0.059330,8.034490,2010-10-22 20:35:34,0.0084,383.0000,0.0147,45840,383,0,293,676,30987840
WoW CREEP !! -- Wackygamer Stand-Up [Comic-Con 2010],https://www.youtube.com/watch?v=QdeFU_vRBT4,0.006715,0.008133,0.008106,0.500520,0.084638,11.543159,2010-08-05 20:02:23,0.0124,828.0000,0.0146,66759,828,0,150,978,65290302
4 FACTS.,https://www.youtube.com/watch?v=bA32J-dmtC4,0.008288,0.008378,0.000512,0.500615,1.966486,269.846274,2011-09-16 15:59:16,0.0133,19284.0000,0.0146,1450854,19284,0,1861,21145,30678307830
Hurtling to Earth | National Geographic,https://www.youtube.com/watch?v=YlpQmHuMQAE,0.005861,0.007298,0.016055,0.501063,0.048554,6.659861,2010-11-23 02:49:57,0.0097,367.0000,0.0146,37789,367,0,183,550,20783950
7 Most ANNOYING Online Gamers: V-LIST #3,https://www.youtube.com/watch?v=4VB7xyZdR8s,0.005733,0.006832,0.002600,0.502816,0.457164,63.769974,2010-08-06 20:50:34,0.0084,3090.0000,0.0143,368743,3090,0,2196,5286,1949175498
If Medal Of Honor Came Out 60 Years Ago (PARODY COMMERCIAL DUB),https://www.youtube.com/watch?v=1cgy5SRIr2c,0.006696,0.008039,0.005666,0.500453,0.125277,17.608090,2010-10-16 21:48:28,0.0125,1259.0000,0.0142,100566,1259,0,171,1430,143809380
THE BYSTANDER EFFECT,https://www.youtube.com/watch?v=OSsPfbup0ac,0.010305,0.007855,0.000222,0.501078,4.632507,654.577462,2009-06-09 13:10:34,0.0120,48651.0000,0.0142,4062119,48651,0,8844,57495,233551531905
Demo Slam: ILLUSION TRICK!,https://www.youtube.com/watch?v=oatPso4yXPY,0.007028,0.008087,0.001728,0.500520,0.474969,67.499508,2010-11-16 21:26:29,0.0128,4918.0000,0.0141,383422,4918,0,477,5395,2068561690
How Many 5 Year-Olds Could You Fight? -- And 18 Other DONGs!,https://www.youtube.com/watch?v=SBxHJI9syC8,0.014174,0.007975,0.000115,0.500686,10.749623,1541.184665,2012-04-09 13:37:14,0.0126,100156.0000,0.0139,7968993,100156,0,11009,111165,885873106845
"Nerd Wars WTF 2: Snarf, Ewoks, Dr Doom, Flash, Sonic and more",https://www.youtube.com/watch?v=ok4wZONsvSk,0.005836,0.007175,0.008857,0.501333,0.092068,13.203821,2010-11-05 19:15:16,0.0099,746.0000,0.0139,75149,746,0,301,1047,78681003
Schlieren photography of moving air,https://www.youtube.com/watch?v=lSFwH0BVd3Q,0.006658,0.007768,0.002286,0.500720,0.318245,46.175930,2008-11-01 09:38:48,0.0121,3579.0000,0.0138,296720,3579,0,510,4089,1213288080
Impress Her With Nanodiamonds,https://www.youtube.com/watch?v=KzOkuGQC3Rw,0.007345,0.007815,0.000798,0.500439,1.171577,173.860116,2011-08-27 16:28:41,0.0125,11740.0000,0.0135,938249,11740,0,904,12644,11863220356
How smoke detectors work,https://www.youtube.com/watch?v=oFUUQcpGR3k,0.007147,0.007820,0.001010,0.500312,0.856831,128.153467,2011-03-06 17:40:25,0.0126,9020.0000,0.0134,713882,9020,0,525,9545,6814003690
8 Surprising Facts,https://www.youtube.com/watch?v=I9LbG3Y0_9M,0.011232,0.007641,0.000176,0.500546,6.633291,1000.741412,2012-04-17 15:58:01,0.0121,62764.0000,0.0133,5166423,62764,0,5725,68489,353843144847
"3 Easiest Ways to Prank Noobs -- ""Up All Knight""",https://www.youtube.com/watch?v=hglseVMaoq4,0.007256,0.007563,0.000735,0.500572,1.223104,185.486693,2010-07-15 18:27:07,0.0120,12883.0000,0.0132,1076656,12883,0,1315,14198,15286361888
Chicken Head Tracking - Smarter Every Day,https://www.youtube.com/watch?v=_dPlkFPowCc,0.011053,0.007679,0.000181,0.500397,4.945302,750.517112,2008-06-15 20:21:13,0.0124,60935.0000,0.0132,4926704,60935,0,3990,64925,319866257200
Ben Miller experiments with superfluid helium - Horizon: What is One Degree? - BBC,https://www.youtube.com/watch?v=9FudzqfpLLs,0.007526,0.007649,0.000620,0.500411,1.482378,225.235797,2011-01-06 18:59:36,0.0123,15565.0000,0.0132,1267958,15565,0,1124,16689,21160951062
"COMIC-CON 2010: Halo: Reach Exclusive HD Footage - Forge World Beyond the Canyon, LE Xbox and more.",https://www.youtube.com/watch?v=B4hWxI5_5eo,0.005609,0.006876,0.012285,0.500566,0.057448,8.835890,2010-07-23 16:10:32,0.0099,506.0000,0.0130,51218,506,0,159,665,34059970
Endless Spring,https://www.youtube.com/watch?v=4zY7Wv0sUyI,0.007291,0.007549,0.000708,0.500363,1.371233,211.752164,2012-02-20 20:54:39,0.0122,13429.0000,0.0130,1105217,13429,0,884,14313,15818970921
Powers of Ten™ (1977),https://www.youtube.com/watch?v=0fKBhvDjuy0,0.015047,0.007491,0.000104,0.500343,10.296426,1608.470101,2010-08-27 03:56:22,0.0121,112221.0000,0.0128,9268160,112221,0,6436,118657,1099732061120
Mind Reading Clock Trick,https://www.youtube.com/watch?v=9vN31w09580,0.005239,0.005908,0.001878,0.502744,0.646289,101.954079,2009-03-05 21:42:01,0.0070,4475.0000,0.0127,642449,4475,0,3669,8144,5232104656
MATH MAGIC and a NEW LEANBACK,https://www.youtube.com/watch?v=tAj0B0g2F34,0.006788,0.007154,0.000866,0.500736,1.192093,188.090236,2012-05-24 19:43:27,0.0111,10709.0000,0.0127,964045,10709,0,1510,12219,11779665855
Explainer: How Many Megabytes Does Your Brain Hold?,https://www.youtube.com/watch?v=vqcGjA1JH50,0.006207,0.007214,0.002456,0.500510,0.357490,56.495004,2012-04-27 15:55:24,0.0113,3298.0000,0.0127,291096,3298,0,385,3683,1072106568
Temperature! Leanback #3 -- Part 9,https://www.youtube.com/watch?v=JWS4NhxRB_Y,0.005860,0.007033,0.005990,0.500477,0.125013,19.842613,2011-05-04 20:08:34,0.0108,1180.0000,0.0126,109361,1180,0,197,1377,150590097
Cargo Cult,https://www.youtube.com/watch?v=qmlYe2KS0-Y,0.006107,0.006648,0.001218,0.501451,0.701794,111.605269,2007-08-25 16:49:29,0.0095,7300.0000,0.0126,765563,7300,0,2327,9627,7370075001
Guns in Space,https://www.youtube.com/watch?v=hYf6av21x5c,0.025478,0.007236,0.000052,0.500450,25.324695,4058.893741,2012-08-26 21:46:04,0.0116,236370.0000,0.0125,20421730,236370,0,18464,254834,5204151142820
LEANBACK #5 -- Part 8,https://www.youtube.com/watch?v=jqK4ENrjK2Y,0.005710,0.006892,0.008575,0.500230,0.082356,13.344659,2011-05-27 22:08:28,0.0106,775.0000,0.0123,73240,775,0,128,903,66135720
WACKYGAMER: Harry Potter: The Most Unbelievable Part,https://www.youtube.com/watch?v=TXTGvFaqIXE,0.005626,0.006812,0.011166,0.500004,0.057605,9.422237,2010-08-25 20:58:07,0.0104,567.0000,0.0122,54304,567,0,96,663,36003552
Killzone Trailer PARODY Commentary -- Wackygamer,https://www.youtube.com/watch?v=GXDKhCWUY8k,0.005709,0.006663,0.002729,0.500914,0.305563,50.240547,2010-06-24 22:42:06,0.0100,2924.0000,0.0122,292667,2924,0,635,3559,1041601853
WET DOGS ---- IMG! #40,https://www.youtube.com/watch?v=6zvspznTdIM,0.006545,0.006813,0.000874,0.500780,1.133012,186.455693,2011-08-05 23:02:29,0.0105,10605.0000,0.0122,1010273,10605,0,1672,12277,12403121621
Feynman:  How Rubber Bands Work FUN TO IMAGINE 3,https://www.youtube.com/watch?v=XRxAn2DRzgI,0.006560,0.007068,0.001056,0.500286,0.713963,118.017068,2008-12-30 16:21:26,0.0114,8573.0000,0.0121,751365,8573,0,517,9090,6829907850
12 CRAZIEST Screensavers!,https://www.youtube.com/watch?v=zwX95UaKCRg,0.011023,0.007011,0.000178,0.500301,5.871632,981.511575,2011-03-04 00:33:33,0.0113,62065.0000,0.0120,5470197,62065,0,3382,65447,358007983059
Is Time Travel Possible?: Mind Blow (Special Edition),https://www.youtube.com/watch?v=KB24FakYVmc,0.007231,0.005644,0.000495,0.502518,3.155119,529.377117,2011-04-15 17:24:06,0.0068,20010.0000,0.0119,2927739,20010,0,14888,34898,102172235622
NERD WARS: Lara Croft Vs. Elektra!,https://www.youtube.com/watch?v=jLSELiIvSqk,0.004648,0.005749,0.008400,0.501710,0.113964,19.151744,2010-09-10 20:19:16,0.0072,794.0000,0.0119,110073,794,0,515,1309,144085557
Amazing Art and MORE! IMG! #49,https://www.youtube.com/watch?v=ySjk2_4kDQE,0.006563,0.006350,0.000691,0.501120,1.653449,282.420309,2012-03-11 19:49:11,0.0094,13796.0000,0.0117,1468426,13796,0,3397,17193,25246648218
Top 5 Video Game WTFs!!,https://www.youtube.com/watch?v=nid0tHZxBA0,0.012280,0.006773,0.000148,0.500419,7.037551,1204.498795,2010-07-03 19:40:33,0.0108,75897.0000,0.0117,7005896,75897,0,5969,81866,573544681936
Pillow Lava - Lava Dive Hawaii,https://www.youtube.com/watch?v=gn_IW5Vsxaw,0.005172,0.006084,0.003212,0.501362,0.253233,43.340463,2008-06-30 22:53:17,0.0085,2426.0000,0.0117,283850,2426,0,890,3316,941246600
Exponential growth: How folding paper can get you to the Moon,https://www.youtube.com/watch?v=AmFMJC45f1Q,0.012095,0.006667,0.000154,0.500569,7.817249,1341.400103,2012-04-19 14:54:53,0.0105,72709.0000,0.0117,6922482,72709,0,7974,80683,558526615206
FAKE GAMES!,https://www.youtube.com/watch?v=rJnrkMSDBls,0.005544,0.005586,0.001088,0.502210,1.194836,206.848923,2010-10-07 19:26:49,0.0070,8296.0000,0.0116,1183269,8296,0,5373,13669,16174103961
TROLL LIPS and more! IMG! #51,https://www.youtube.com/watch?v=ByQyW7wj5eQ,0.006833,0.005794,0.000539,0.501644,2.538134,449.401221,2012-06-22 23:56:04,0.0080,18213.0000,0.0113,2290267,18213,0,7656,25869,59246917023
Temperature! Leanback #3 -- Part 8,https://www.youtube.com/watch?v=5SebajQhNr8,0.005252,0.006294,0.006797,0.500293,0.107413,19.089815,2011-05-04 20:09:34,0.0097,1018.0000,0.0112,105212,1018,0,165,1183,124465796
RIDDLE Challenge!!! -- 54321,https://www.youtube.com/watch?v=5qJbsMb4RPg,0.004458,0.005172,0.002978,0.502390,0.443808,79.451798,2011-04-07 20:00:13,0.0060,2645.0000,0.0112,440038,2645,0,2270,4915,2162786770
15 AWESOME YouTube Tricks,https://www.youtube.com/watch?v=LX07w8_uNtk,0.006548,0.006250,0.000665,0.500745,1.522362,272.632088,2011-05-16 21:52:49,0.0096,14404.0000,0.0112,1499299,14404,0,2339,16743,25102763157
200 VIDEOS,https://www.youtube.com/watch?v=_tTwjDRa110,0.006443,0.006371,0.000747,0.500527,1.339368,240.141980,2012-01-13 22:18:00,0.0100,12651.0000,0.0112,1262506,12651,0,1431,14082,17778609492
Slow-Mo Hand in MOUSETRAP! ... And DONGs,https://www.youtube.com/watch?v=yBs5yrDyGqc,0.007497,0.006256,0.000416,0.500536,2.658308,485.454316,2012-07-09 17:07:45,0.0098,24258.0000,0.0110,2465888,24258,0,2747,27005,66591305440
Vsauce Leanback #4 -- Part 5,https://www.youtube.com/watch?v=DmiivsJiSgM,0.004561,0.005577,0.008651,0.501034,0.100774,18.390285,2011-05-13 20:16:23,0.0076,767.0000,0.0109,101191,767,0,341,1108,112119628
Mario Farts!,https://www.youtube.com/watch?v=4R1WPK3u8II,0.015761,0.006305,0.000105,0.500446,10.384517,1900.127551,2010-06-29 18:26:18,0.0100,110931.0000,0.0109,11059678,110931,0,9954,120885,1336949175030
How Far Away is the Moon? (The Scale of the Universe),https://www.youtube.com/watch?v=Bz9D6xba9Og,0.007513,0.006328,0.000416,0.500393,2.350644,430.139957,2011-02-17 15:24:41,0.0101,24282.0000,0.0109,2403458,24282,0,1986,26268,63134034744
DON'T SHOOT THE PUPPY!! .... and more: DONG #23,https://www.youtube.com/watch?v=2eUDExCeayw,0.008918,0.006201,0.000271,0.500526,4.163418,768.000067,2012-03-03 21:08:32,0.0098,39047.0000,0.0108,3999268,39047,0,4313,43360,173408260480
HOW TO: Animated Wallpaper! -- Up All Knight #6,https://www.youtube.com/watch?v=Z73FefuxtlM,0.005687,0.006106,0.001307,0.500570,0.700578,129.841210,2011-06-16 22:04:29,0.0095,6747.0000,0.0108,710016,6747,0,914,7661,5439432576
BREAK HEARTS with Liquid Nitrogen,https://www.youtube.com/watch?v=zLWEemhtdbE,0.006569,0.005585,0.000567,0.501281,1.916797,361.977522,2010-02-13 04:28:22,0.0080,17188.0000,0.0106,2156327,17188,0,5648,22836,49241883372
Mega Man's GUTS!!! Mind Blow 7,https://www.youtube.com/watch?v=ZXBu2Htnie4,0.004666,0.004493,0.001514,0.502984,1.221287,231.956486,2011-01-22 22:03:25,0.0044,5711.0000,0.0105,1302051,5711,0,7999,13710,17851119210
INSANE BEATBOX and Other MOUTH NOISES -- BOAT,https://www.youtube.com/watch?v=77tnUHpMQ1E,0.005794,0.005643,0.000880,0.501103,1.233794,234.444104,2011-06-28 22:04:11,0.0082,10519.0000,0.0105,1279207,10519,0,2944,13463,17221963841
NERD WARS: WTF Suggestions!,https://www.youtube.com/watch?v=631u-hRSLYA,0.003997,0.004887,0.006519,0.501928,0.171157,32.548140,2010-09-17 21:38:46,0.0057,1069.0000,0.0105,186838,1069,0,895,1964,366949832
SCARIEST DOGS and MORE! IMG! #48,https://www.youtube.com/watch?v=UNmaARtB4Ws,0.006083,0.005982,0.000814,0.500521,1.233590,234.901272,2012-02-24 23:50:00,0.0094,11483.0000,0.0105,1225073,11483,0,1383,12866,15761789218
BEST Images of the Week! IMG! episode 14,https://www.youtube.com/watch?v=XxWtPMv4dMA,0.005334,0.005493,0.001207,0.501248,0.869722,166.564777,2010-11-24 18:12:45,0.0078,7379.0000,0.0104,944839,7379,0,2487,9866,9321781574
How to Cheat and Look Like You Can Solve the Rubik's Cube,https://www.youtube.com/watch?v=aPD_OkjnCqU,0.007048,0.006004,0.000474,0.500412,2.176421,418.045237,2012-01-03 16:02:01,0.0095,21007.0000,0.0104,2202092,21007,0,1921,22928,50489565376
"2010 Holiday/Christmas Game Guide: DC Universe Online, Dance Central, Cataclysm, AND MORE!",https://www.youtube.com/watch?v=S7sK-SqNoMo,0.004054,0.005028,0.011526,0.501126,0.078581,15.108456,2010-10-01 15:59:15,0.0063,546.0000,0.0104,86520,546,0,353,899,77781480
NERD WARS: John McClane (Die Hard) vs Indiana Jones,https://www.youtube.com/watch?v=sCAjHCyfjPU,0.003786,0.004775,0.015840,0.501095,0.062318,12.012788,2010-12-18 18:43:04,0.0055,373.0000,0.0104,67854,373,0,330,703,47701362
I Watch 3 Episodes of Mind Field With Our Experts & Researchers,https://www.youtube.com/watch?v=b0cakXwiZ8s,0.013681,0.006034,0.000129,0.500353,19.465762,3762.516601,2019-10-14 16:00:06,0.0096,87920.0000,0.0103,9130100,87920,0,6550,94470,862520547000
COVERED IN CHICKS -- IMG! #41,https://www.youtube.com/watch?v=qnJHn8_ER9g,0.005730,0.005854,0.001026,0.500547,0.927587,179.578377,2011-08-19 22:02:37,0.0091,8854.0000,0.0103,970503,8854,0,1171,10025,9729292575
Invisible Orbeez,https://www.youtube.com/watch?v=R-Baho45vlg,0.004515,0.005378,0.005072,0.500968,0.170091,33.168540,2010-11-29 17:19:00,0.0076,1432.0000,0.0103,187984,1432,0,495,1927,362245168
