Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Duration,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
"Bartolomeo Video Series, Ep#3: Why Bartolomeo?",https://www.youtube.com/watch?v=CKrj_z47YSw,0.027624,0.033485,0.154970,0.476617,0.005686,0.184663,2021-05-24 08:11:23,107,0.0528,18.0000,0.0587,341,18,0,2,20,6820
MSR Earth Return Orbiter - bringing Mars down to Earth,https://www.youtube.com/watch?v=7QUQTFufhDs,0.025542,0.031211,0.132419,0.484258,0.007205,0.243993,2020-12-09 14:22:54,85,0.0468,23.0000,0.0570,491,23,0,5,28,13748
Pléiades Neo - Today is the Day,https://www.youtube.com/watch?v=AOCjprt33YE,0.026058,0.031761,0.197304,0.465604,0.004006,0.131381,2021-04-28 13:00:05,147,0.0488,12.0000,0.0569,246,12,0,2,14,3444
Accounting,https://www.youtube.com/watch?v=BB69UCpftcE,0.028181,0.033895,0.321888,0.400000,0.002294,0.065163,2023-06-20 09:13:21,22,0.0563,4.0000,0.0563,71,4,0,0,4,284
This is what the future of European defence will look like! #Airbus,https://www.youtube.com/watch?v=RSK4QbNGXpc,0.028241,0.037529,0.034900,0.496871,2.964641,104.997705,2026-05-20 16:00:00,142,0.0553,141.0000,0.0561,2550,141,0,2,143,364650
Welcome aboard at FIDAE. 🇨🇱,https://www.youtube.com/watch?v=XOY96KTu6Ms,0.028603,0.034961,0.022379,0.498081,1.888821,67.385777,2026-04-09 13:38:12,76,0.0556,245.0000,0.0558,4406,245,0,1,246,1083876
Dashboard,https://www.youtube.com/watch?v=sFLtJbAiqAQ,0.027784,0.033425,0.366204,0.333333,0.001377,0.033041,2023-06-20 09:09:30,38,0.0556,2.0000,0.0556,36,2,0,0,2,72
ASMR A400M: Sounds of the most advanced airlifter,https://www.youtube.com/watch?v=WxKPYNs9rBc,0.030430,0.032448,0.005866,0.501227,3.588804,130.897924,2025-12-16 15:29:10,329,0.0515,1209.0000,0.0548,23471,1209,0,77,1286,30183706
How to easily create a OneAtlas account to order Pléiades Neo images,https://www.youtube.com/watch?v=znzdeMd1_eg,0.026975,0.032427,0.230259,0.450000,0.004585,0.153143,2023-06-19 11:16:23,125,0.0539,9.0000,0.0539,167,9,0,0,9,1503
How to follow up with orders and quotations with the tracking functions,https://www.youtube.com/watch?v=AQQQWtje1zU,0.026871,0.032306,0.244136,0.444444,0.004127,0.136637,2023-06-19 11:17:59,36,0.0537,8.0000,0.0537,149,8,0,0,8,1192
"Two nations, one airlifter: joint A400M operations between Belgium and Luxembourg",https://www.youtube.com/watch?v=F2688JBzfyg,0.026738,0.032531,0.029788,0.497563,0.942704,35.447810,2026-03-12 14:30:21,32,0.0520,172.0000,0.0529,3309,172,0,3,175,579075
Fire monitoring,https://www.youtube.com/watch?v=nBzYK4F4XVk,0.025806,0.031013,0.217990,0.454545,0.004687,0.165327,2023-03-28 12:32:41,17,0.0515,10.0000,0.0515,194,10,0,0,10,1940
Chapter 2: Draw an AOI,https://www.youtube.com/watch?v=Cv9CiAn9wgM,0.025648,0.030861,0.366204,0.333333,0.001377,0.035794,2023-06-20 09:03:07,29,0.0513,2.0000,0.0513,39,2,0,0,2,78
DRS: Comparison and Benefits,https://www.youtube.com/watch?v=tDQMXIqz3BI,0.023891,0.028989,0.217990,0.456839,0.005379,0.195420,2023-05-25 09:47:44,187,0.0459,10.0000,0.0505,218,10,0,1,11,2398
AOI manager and search functions,https://www.youtube.com/watch?v=A7e3LuRCcgk,0.024814,0.029844,0.277987,0.428571,0.003210,0.110960,2023-06-19 11:17:08,89,0.0496,6.0000,0.0496,121,6,0,0,6,726
Halt Deforestation: which Tools to Develop Winning Strategies in Europe?,https://www.youtube.com/watch?v=yJ5NyNGo3vw,0.022842,0.027714,0.119007,0.485323,0.008241,0.323959,2021-02-18 08:25:55,5767,0.0429,27.0000,0.0493,629,27,0,4,31,19499
This is the Valkyrie,https://www.youtube.com/watch?v=TZtpoB5bCUc,0.023817,0.028861,0.023232,0.499948,1.439397,59.356934,2026-03-16 16:18:23,50,0.0442,234.0000,0.0483,5299,234,0,22,256,1356544
"A330 MRTT+ The most successful tanker, with a plus",https://www.youtube.com/watch?v=WU7BhfTsBb4,0.024431,0.028516,0.015876,0.499752,1.485696,62.589204,2026-02-02 08:45:12,64,0.0452,372.0000,0.0474,8236,372,0,18,390,3212040
OPAZ Maritime Application,https://www.youtube.com/watch?v=owvRUDWKHBg,0.021303,0.026069,0.217990,0.458482,0.005511,0.215363,2023-03-22 13:09:15,52,0.0394,10.0000,0.0472,254,10,0,2,12,3048
Space for Europe,https://www.youtube.com/watch?v=FCPNZmKnkZ4,0.023226,0.027840,0.070931,0.492038,0.037039,1.549371,2024-04-08 12:00:47,61,0.0454,56.0000,0.0470,1234,56,0,2,58,71572
Join our tour of the Spanish A400M at FIDAE 🇨🇱,https://www.youtube.com/watch?v=0dzsi99QCx0,0.023756,0.029342,0.030068,0.497615,1.341435,56.892186,2026-04-09 17:22:57,33,0.0458,170.0000,0.0469,3711,170,0,4,174,645714
The Future of Radar: Airbus and Hisdesat Announce PAZ-2 Agreement,https://www.youtube.com/watch?v=gVLG3sFauLc,0.023448,0.030856,0.346574,0.375000,0.054612,1.747571,2026-05-08 07:56:09,69,0.0469,3.0000,0.0469,64,3,0,0,3,192
SPOT satellite with its 1.5m resolution,https://www.youtube.com/watch?v=IladjwxXyPw,0.022938,0.027618,0.128755,0.480936,0.011739,0.482187,2023-06-02 11:59:27,161,0.0449,24.0000,0.0468,534,24,0,1,25,13350
Going back to the Moon couldn’t happen without us,https://www.youtube.com/watch?v=Sm6u1ofX13o,0.022289,0.026746,0.064221,0.494298,0.024939,1.058699,2022-07-21 12:11:16,262,0.0425,64.0000,0.0464,1507,64,0,6,70,105490
Témoignage – Comment Jean-Jacques accompagne les agricultures dans l’utilisation de Farmstar ?,https://www.youtube.com/watch?v=pwEV5-LcZBY,0.020363,0.024972,0.197304,0.466154,0.003906,0.158664,2020-11-03 14:17:53,120,0.0369,12.0000,0.0462,325,12,0,3,15,4875
Eurofighter Flying Display,https://www.youtube.com/watch?v=WXdUu2m76G4,0.022517,0.027063,0.083231,0.490106,0.032768,1.399483,2024-06-11 12:57:16,19,0.0439,45.0000,0.0459,1025,45,0,2,47,48175
"Bartolomeo Video Series, Ep#2: What Can I Do On Bartolomeo?",https://www.youtube.com/watch?v=sAtsnPWPjLk,0.020926,0.025329,0.207076,0.460165,0.003520,0.147838,2021-05-24 08:10:55,91,0.0403,11.0000,0.0440,273,11,0,1,12,3276
Pléiades Neo: Ready for the Close Up?,https://www.youtube.com/watch?v=WFnU-hqEwMI,0.021158,0.025532,0.173287,0.470120,0.004484,0.192561,2021-04-05 10:40:30,31,0.0411,15.0000,0.0438,365,15,0,1,16,5840
ILA Berlin Air Show 2022 Space,https://www.youtube.com/watch?v=UJ1a_X3OoV0,0.021423,0.025783,0.136326,0.479213,0.008290,0.362691,2022-06-27 10:33:07,22,0.0419,22.0000,0.0438,525,22,0,1,23,12075
S4 - E12 : UNE JOURNÉE CHEZ AIRBUS 🌱🛰✈️,https://www.youtube.com/watch?v=QEs0UiO9Xro,0.022805,0.025611,0.015073,0.499942,0.142060,6.475248,2022-05-27 17:00:11,1137,0.0414,396.0000,0.0438,9572,396,0,23,419,4010668
#A400M flying display at #ParisAirShow!,https://www.youtube.com/watch?v=ysLHHPet90Y,0.021933,0.026178,0.046052,0.495432,0.143843,6.534974,2025-06-24 09:34:43,38,0.0427,99.0000,0.0436,2317,99,0,2,101,234017
Radar Tasking & Archive - Complete video,https://www.youtube.com/watch?v=dugUV725qXA,0.008700,0.013147,0.000000,0.021739,0.001038,0.023871,2023-10-24 10:56:31,321,0.0000,0.0000,0.0435,23,0,0,1,1,23
Pléiades Neo Next: A new journey to begin,https://www.youtube.com/watch?v=NnWTOnXd7EU,0.021049,0.025295,0.149787,0.475000,0.012897,0.584238,2024-04-29 14:00:28,78,0.0419,19.0000,0.0419,453,19,0,0,19,8607
Eurofighter - Take Off,https://www.youtube.com/watch?v=sbMdArYngFE,0.021028,0.024469,0.028721,0.498230,0.045289,2.160989,2020-09-15 07:15:05,62,0.0397,180.0000,0.0417,4533,180,0,9,189,856737
Maritime Connectivity at the Speed of Relevance,https://www.youtube.com/watch?v=xHR5YwJLMLo,0.020837,0.025145,0.346574,0.250000,0.001446,0.034707,2024-07-22 10:51:53,96,0.0417,1.0000,0.0417,24,1,0,0,1,24
How to build the Orion ESM - Engineering,https://www.youtube.com/watch?v=HjvfBGKDlkc,0.020534,0.024390,0.054252,0.494817,0.019366,0.920925,2020-06-10 10:03:40,302,0.0396,80.0000,0.0416,2021,80,0,4,84,169764
Fishing,https://www.youtube.com/watch?v=JUXcXrStaRw,0.020685,0.024827,0.166660,0.470588,0.007244,0.330655,2023-03-28 12:35:09,35,0.0412,16.0000,0.0412,388,16,0,0,16,6208
Pléiades Neo 30cm native resolution imagery,https://www.youtube.com/watch?v=KK1jEW5enHQ,0.020645,0.024796,0.207076,0.458333,0.004617,0.205460,2022-11-22 10:16:31,70,0.0412,11.0000,0.0412,267,11,0,0,11,2937
Fly-Through over Sydney with Elevation 0.5 and 3D Textured Model,https://www.youtube.com/watch?v=6P0aSsJNKVQ,0.020560,0.024768,0.346574,0.375000,0.002206,0.080526,2023-12-20 09:53:14,53,0.0411,3.0000,0.0411,73,3,0,0,3,219
"Bartolomeo Video Series, Ep#4: Payload Parameters",https://www.youtube.com/watch?v=sxP3cgV3jVI,0.019385,0.023463,0.154970,0.475738,0.005699,0.264312,2021-05-28 10:22:19,120,0.0370,18.0000,0.0411,487,18,0,2,20,9740
Eurofighter HALCON II: Europe's most advanced fighter,https://www.youtube.com/watch?v=4mubRJRJp04,0.033142,0.023265,0.002674,0.502039,3.105794,152.675161,2024-12-20 12:16:22,120,0.0363,2992.0000,0.0407,82512,2992,0,364,3356,276910272
ILA welcome,https://www.youtube.com/watch?v=-tdB4XgJKn4,0.020398,0.024508,0.140502,0.477273,0.015019,0.705884,2024-06-11 12:55:09,64,0.0406,21.0000,0.0406,517,21,0,0,21,10857
Airbus at the 60th Munich Security Conference,https://www.youtube.com/watch?v=G0U3wPcU5AY,0.018759,0.022831,0.144977,0.478831,0.014345,0.678974,2024-02-28 09:30:24,90,0.0352,20.0000,0.0405,568,20,0,3,23,13064
SOFINS 2021: A French partnership allowing Ultra High Frequency (UHF) capacity,https://www.youtube.com/watch?v=t6vn2U5AsDs,0.019419,0.023443,0.180537,0.468011,0.004491,0.208828,2021-07-28 14:03:41,103,0.0376,14.0000,0.0403,372,14,0,1,15,5580
Eurofighter flight display – ILA Berlin air show 2022,https://www.youtube.com/watch?v=dqPmCdJjJ1A,0.015006,0.018725,0.079425,0.498941,0.030742,1.510867,2022-06-27 10:33:34,31,0.0219,48.0000,0.0402,2187,48,0,40,88,192456
End to end firefighting support with Airbus solutions,https://www.youtube.com/watch?v=lyd04fbPg6Y,0.020299,0.024228,0.074911,0.490566,0.035841,1.751465,2024-06-04 13:43:21,65,0.0402,52.0000,0.0402,1295,52,0,0,52,67340
Airbus Success Story,https://www.youtube.com/watch?v=CNiBbdZnYq0,0.019111,0.022838,0.071881,0.492404,0.016037,0.802390,2021-04-30 07:00:03,143,0.0366,55.0000,0.0393,1501,55,0,4,59,88559
Pléiades Neo: precision and ultimate reactivity for special forces,https://www.youtube.com/watch?v=Wf_NAYEK7_Q,0.019140,0.022904,0.101581,0.486266,0.010131,0.509945,2021-08-02 06:56:33,172,0.0375,34.0000,0.0386,906,34,0,1,35,31710
IceLegacy – an Ice Caps Adventure with Airbus,https://www.youtube.com/watch?v=PWW_LIJmADs,0.019340,0.023127,0.110774,0.483871,0.012327,0.621140,2023-01-03 14:05:20,174,0.0384,30.0000,0.0384,781,30,0,0,30,23430
OPAZ Fire Monitoring,https://www.youtube.com/watch?v=WRGlrCjMq0I,0.018207,0.022059,0.207076,0.459926,0.005511,0.266236,2023-03-22 13:09:18,69,0.0350,11.0000,0.0382,314,11,0,1,12,3768
Integrated Real Time Video Distribution,https://www.youtube.com/watch?v=QeHip6QdIBI,0.018039,0.021725,0.110774,0.485591,0.008593,0.440747,2021-01-12 11:49:11,143,0.0344,30.0000,0.0378,872,30,0,3,33,28776
Secure Safe Water with Pléiades by Aquaya Institute,https://www.youtube.com/watch?v=7cJr2TI2Sqg,0.018820,0.022646,0.298627,0.416667,0.002689,0.119225,2023-05-25 09:53:17,274,0.0376,5.0000,0.0376,133,5,0,0,5,665
UK Military Space Services,https://www.youtube.com/watch?v=_de2SwPscS4,0.018396,0.021983,0.086004,0.489467,0.012867,0.673555,2021-07-22 10:07:10,81,0.0357,43.0000,0.0374,1204,43,0,2,45,54180
Mud slides,https://www.youtube.com/watch?v=6jfM2TqZLT4,0.018649,0.022426,0.259930,0.437500,0.003409,0.160214,2023-03-28 12:36:47,16,0.0372,7.0000,0.0372,188,7,0,0,7,1316
India formalises acquisition of 56 Airbus C295 aircraft,https://www.youtube.com/watch?v=29I7MCxE19I,0.032626,0.021580,0.002677,0.501195,0.935496,50.236586,2021-09-24 06:27:12,61,0.0345,2988.0000,0.0372,86592,2988,0,236,3224,279172608
Indonesia Ministry of Defence orders two Airbus A400Ms,https://www.youtube.com/watch?v=1NhMpdI2psU,0.030502,0.020961,0.003082,0.501878,0.858810,46.520179,2021-11-18 08:45:53,73,0.0328,2543.0000,0.0369,77623,2543,0,322,2865,222389895
"How to build your own Mars rover (in 12,195 easy steps)",https://www.youtube.com/watch?v=VG_Vkwc0vaw,0.026066,0.021528,0.004421,0.500698,0.318475,17.291274,2018-10-25 16:01:50,543,0.0348,1679.0000,0.0368,48213,1679,0,96,1775,85578075
"David Critchley, CEO of 4EI discusses his partnership with Airbus",https://www.youtube.com/watch?v=UhLZj3SViQM,0.018433,0.022030,0.128755,0.480000,0.005640,0.295523,2020-05-19 13:00:23,245,0.0366,24.0000,0.0366,655,24,0,0,24,15720
C295 Flight Test Bed 2 Clean Sky 2 Milestones,https://www.youtube.com/watch?v=QN20o9meRH0,0.017187,0.020362,0.045694,0.497843,0.038035,2.059655,2022-03-02 14:42:52,78,0.0310,100.0000,0.0366,3222,100,0,18,118,380196
Off to the ISS with astronaut Randy Bresnik,https://www.youtube.com/watch?v=3MZSAczaH38,0.017782,0.021334,0.108304,0.485484,0.008089,0.429193,2020-09-11 07:59:30,1924,0.0344,31.0000,0.0366,902,31,0,2,33,29766
A400M customer profile: Spanish Air Force,https://www.youtube.com/watch?v=_pT3-yymYro,0.017802,0.021179,0.064221,0.493632,0.015905,0.857952,2020-06-04 08:41:52,76,0.0339,64.0000,0.0365,1888,64,0,5,69,130272
Eurofighter - Data Fusion,https://www.youtube.com/watch?v=d6HVcF8yrbA,0.018043,0.021161,0.040979,0.497015,0.029782,1.618243,2020-09-14 09:07:26,48,0.0339,115.0000,0.0365,3396,115,0,9,124,421104
#RIAT2022 - Best Of,https://www.youtube.com/watch?v=vCL2nn2ertM,0.018138,0.021563,0.068239,0.492264,0.021734,1.174362,2022-07-18 15:30:17,91,0.0352,59.0000,0.0364,1675,59,0,2,61,102175
Our customers place their trust in Pléiades Neo,https://www.youtube.com/watch?v=0OCPqd61YBM,0.016416,0.020032,0.173287,0.471774,0.006877,0.359057,2022-09-01 13:22:49,49,0.0302,15.0000,0.0363,496,15,0,3,18,8928
Orion ESM - Off to the Moon,https://www.youtube.com/watch?v=Jhumwvp17fE,0.018168,0.021811,0.259930,0.437500,0.001988,0.095903,2020-12-09 11:59:46,68,0.0363,7.0000,0.0363,193,7,0,0,7,1351
Teaser - FCAS Manned-Unmanned Teaming,https://www.youtube.com/watch?v=AxKOHgNNjk0,0.018569,0.021764,0.045694,0.495050,0.024345,1.331992,2020-10-08 14:46:10,29,0.0362,100.0000,0.0362,2763,100,0,0,100,276300
The Moon in our sights - Why explore Space?,https://www.youtube.com/watch?v=ny8kycXSS30,0.018087,0.021792,0.346574,0.375000,0.002104,0.087315,2023-11-06 08:52:27,63,0.0361,3.0000,0.0361,83,3,0,0,3,249
Airbus at BEDEX 2026,https://www.youtube.com/watch?v=Jhpp-9A0hGg,0.018256,0.022360,0.045343,0.495098,0.529051,29.481616,2026-03-09 13:17:33,19,0.0355,101.0000,0.0355,2842,101,0,0,101,287042
Bon 90e Anniversaire Armée de l'Air et de l'Espace!,https://www.youtube.com/watch?v=Y0KFMELB3uQ,0.016394,0.019844,0.088992,0.490678,0.034199,1.891440,2024-06-27 13:37:07,107,0.0303,41.0000,0.0354,1355,41,0,7,48,65040
Will fighter jets become obsolete?,https://www.youtube.com/watch?v=ADTjO4rjJ78,0.017795,0.024344,0.055855,0.494037,1.358106,75.850214,2026-05-15 12:00:11,45,0.0345,77.0000,0.0354,2234,77,0,2,79,176486
Airbus-built Thuraya-4 telecom satellite for Space42,https://www.youtube.com/watch?v=SrwtYxk947U,0.017763,0.021121,0.057567,0.493798,0.073574,4.108656,2025-01-06 16:01:03,64,0.0344,74.0000,0.0353,2150,74,0,2,76,163400
Hot Summer 2022,https://www.youtube.com/watch?v=T19nv-DV9tc,0.017778,0.021185,0.093937,0.487179,0.014491,0.802584,2022-10-07 07:10:06,172,0.0352,38.0000,0.0352,1080,38,0,0,38,41040
Delivering secure milsatcoms to UK’s Carrier Strike Group,https://www.youtube.com/watch?v=HMWEk5MguYI,0.015819,0.019359,0.298627,0.419591,0.002135,0.104307,2021-12-17 13:28:46,69,0.0292,5.0000,0.0351,171,5,0,1,6,1026
DRS: Defence and Security,https://www.youtube.com/watch?v=u9n1w_rwW_w,0.017471,0.021020,0.277987,0.428571,0.003137,0.154185,2023-05-25 09:48:48,65,0.0349,6.0000,0.0349,172,6,0,0,6,1032
DRS: Large Volume of Data,https://www.youtube.com/watch?v=LnPV7ozNS7Q,0.017411,0.020959,0.321888,0.400000,0.002241,0.103089,2023-05-25 09:50:55,48,0.0348,4.0000,0.0348,115,4,0,0,4,460
Airbus Winter Sports Celebration,https://www.youtube.com/watch?v=uP-zz1oc-_A,0.017929,0.020728,0.033949,0.496833,0.046812,2.681810,2022-02-03 11:46:36,52,0.0342,146.0000,0.0347,4268,146,0,2,148,631664
How to build the Orion ESM - Design,https://www.youtube.com/watch?v=wptqh9XhVIw,0.017437,0.020567,0.056983,0.493871,0.017715,1.009319,2020-06-03 11:13:39,133,0.0338,75.0000,0.0347,2222,75,0,2,77,171094
ICELUS : One team delivering the power of information,https://www.youtube.com/watch?v=kun_FnATofs,0.017173,0.020494,0.095726,0.487296,0.011242,0.634718,2021-09-13 07:47:02,133,0.0336,37.0000,0.0345,1101,37,0,1,38,41838
Airbus Graduate Program in Australia,https://www.youtube.com/watch?v=Q_TfaseaTxE,0.017246,0.020776,0.346574,0.250000,0.000863,0.025029,2023-04-12 06:59:09,68,0.0345,1.0000,0.0345,29,1,0,0,1,29
DRS: Operational Loop,https://www.youtube.com/watch?v=51dpOnnM5uA,0.016439,0.019917,0.207076,0.459770,0.005827,0.311956,2023-05-25 09:51:58,74,0.0316,11.0000,0.0345,348,11,0,1,12,4176
"Discover Human Natural Language Processing, with Khaled Khelif",https://www.youtube.com/watch?v=WYZ0a9RE6tc,0.015632,0.019068,0.207076,0.460972,0.004912,0.265923,2022-07-19 17:28:36,39,0.0290,11.0000,0.0343,379,11,0,2,13,4927
When everything stops: A400M,https://www.youtube.com/watch?v=cY79zcbMxAk,0.017494,0.020410,0.042732,0.495763,0.025459,1.473454,2020-06-05 08:38:08,145,0.0336,109.0000,0.0342,3241,109,0,2,111,359751
This why the #Eurofighter is on standby 24/7. #AirbusDefenceSummit,https://www.youtube.com/watch?v=XjP5Pm8RhmQ,0.018094,0.023055,0.020243,0.498910,4.344638,253.636954,2026-05-11 13:52:57,66,0.0327,277.0000,0.0341,8465,277,0,12,289,2446385
AIrbus-built Orion ESM 2 delivery conference,https://www.youtube.com/watch?v=ykX_eBA6SPA,0.013994,0.017185,0.097592,0.491939,0.015783,0.911344,2021-10-07 07:02:16,2758,0.0231,36.0000,0.0340,1559,36,0,17,53,82627
How to place multiple Pléiades Neo archive orders with the wishlist function,https://www.youtube.com/watch?v=ta9SqRilfJA,0.016969,0.020431,0.321888,0.400000,0.002293,0.108209,2023-06-19 11:19:26,89,0.0339,4.0000,0.0339,118,4,0,0,4,472
Getting ready for the #DubaiAirshow 2019,https://www.youtube.com/watch?v=GBVe_KSNPWM,0.019759,0.019913,0.010371,0.499900,0.134481,7.939138,2019-11-12 09:39:08,25,0.0324,619.0000,0.0338,19098,619,0,27,646,12337308
Exercise Pitch Black in Australia - A400M Tactical Flight,https://www.youtube.com/watch?v=ILiWacTP_z0,0.017247,0.020253,0.044658,0.495514,0.082987,4.861796,2024-09-13 07:12:00,92,0.0332,103.0000,0.0338,3105,103,0,2,105,326025
Patrulla Águila - Aerobatic Flight Display - RIAT 2023,https://www.youtube.com/watch?v=4tSPf2Z6i0Q,0.016513,0.019737,0.081918,0.490395,0.023777,1.379999,2023-07-28 12:04:06,148,0.0317,46.0000,0.0338,1451,46,0,3,49,71099
Plèiades Neo satellites will unlock new possibilities for maritime security and safety worldwide,https://www.youtube.com/watch?v=rwmhpOKzL_g,0.014866,0.018235,0.244136,0.447811,0.002902,0.156686,2021-04-05 10:40:38,29,0.0269,8.0000,0.0337,297,8,0,2,10,2970
"Pléiades Neo : Interview with Lénaïc Le Hors, Pléiades Neo Program Manager",https://www.youtube.com/watch?v=G83P9idzH2k,0.015958,0.019319,0.217990,0.456075,0.003165,0.172513,2021-04-05 10:40:49,29,0.0306,10.0000,0.0336,327,10,0,1,11,3597
Témoignage - Nos clients parlent de Farmstar,https://www.youtube.com/watch?v=ykZa3PtbZSU,0.012803,0.016193,0.277987,0.435283,0.004683,0.253709,2023-03-27 09:04:07,155,0.0201,6.0000,0.0336,298,6,0,4,10,2980
Radar Constellation – Six versatile imaging modes…,https://www.youtube.com/watch?v=a1-uttgzfGQ,0.016491,0.019645,0.084592,0.489615,0.012128,0.711185,2021-02-22 08:12:23,260,0.0319,44.0000,0.0334,1378,44,0,2,46,63388
Airbus International Women’s Day 2022 – #BreakTheBias!,https://www.youtube.com/watch?v=wxYRumSOxfw,0.016210,0.019504,0.154970,0.474560,0.006458,0.368736,2022-03-18 10:03:04,96,0.0315,18.0000,0.0333,571,18,0,1,19,10849
Pléiades Neo x I-Cube,https://www.youtube.com/watch?v=bcMd6CMHXZs,0.015692,0.018977,0.154970,0.475343,0.007550,0.433594,2022-08-23 06:00:08,82,0.0299,18.0000,0.0332,603,18,0,2,20,12060
